iAF1260_BIGG,Subsystem,name,reaction_string
NAt3pp,S_Inorganic_Ion_Transport_and_Metabolism,Sodium transport out via proton antiport (cytoplasm to periplasm),na1_c + h_p <-> h_c + na1_p
NAtex,S_Transport__Outer_Membrane_Porin,Sodium transport via diffusion (extracellular to periplasm),na1_e <-> na1_p
NDPK4,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <-> adp_c + dttp_c
NDPK7,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <-> adp_c + dctp_c
NDPK8,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <-> adp_c + datp_c
NH4tex,S_Transport__Outer_Membrane_Porin,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <-> nh4_p
NHFRBO,S_Nitrogen_Metabolism,NADH:flavorubredoxin oxidoreductase,h_c + nadh_c + 2.0 no_c <-> h2o_c + n2o_c + nad_c
NI2abcpp,S_Inorganic_Ion_Transport_and_Metabolism,Nickle (Ni+2) ABC transporter (periplasm),atp_c + h2o_c + ni2_c <-> adp_c + h_c + pi_c + ni2_p
NI2tex,S_Transport__Outer_Membrane_Porin,Nickel transport via diffusion (extracellular to periplasm),ni2_e <-> ni2_p
NMNAT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinamide-nucleotide adenylyltransferase,atp_c + h_c + nmn_c <-> nad_c + ppi_c
NMNt7pp,S_Transport__Inner_Membrane,NMN transport via NMN glycohydrolase (periplasm),h2o_c + nmn_p <-> h_c + ncam_c + r5p_c
NMNtex,S_Transport__Outer_Membrane_Porin,NMN transport via diffusion (extracellular to periplasm),nmn_e <-> nmn_p
NNDMBRT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,dmbzid_c + nicrnt_c <-> 5prdmbz_c + h_c + nac_c
NNDPR,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinate-nucleotide diphosphorylase (carboxylating),2.0 h_c + prpp_c + quln_c <-> co2_c + nicrnt_c + ppi_c
NO2t2rpp,S_Inorganic_Ion_Transport_and_Metabolism,"Nitrite transport in via proton symport, reversible (periplasm)",h_p + no2_p <-> h_c + no2_c
NO2tex,S_Transport__Outer_Membrane_Porin,Nitrite transport via diffusion (extracellular to periplasm),no2_e <-> no2_p
NO3R1pp,S_Oxidative_Phosphorylation,Nitrate reductase (Ubiquinol-8) (periplasm),2.0 h_c + no3_c + q8h2_c <-> h2o_c + no2_c + q8_c + 2.0 h_p
NO3R2bpp,S_Nitrogen_Metabolism,Nitrate reductase (Menaquinol-8) (periplasm),mql8_c + no3_p <-> mqn8_c + h2o_p + no2_p
NO3t7pp,S_Inorganic_Ion_Transport_and_Metabolism,Nitrate transport in via nitrite antiport (periplasm),no2_c + no3_p <-> no3_c + no2_p
NODOx,S_Nitrogen_Metabolism,Nitric oxide dioxygenase,nadh_c + 2.0 no_c + 2.0 o2_c <-> h_c + nad_c + 2.0 no3_c
NODOy,S_Nitrogen_Metabolism,Nitric oxide dioxygenase,nadph_c + 2.0 no_c + 2.0 o2_c <-> h_c + nadp_c + 2.0 no3_c
NTD1,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dUMP),dump_c + h2o_c <-> duri_c + pi_c
NTD11,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (IMP),h2o_c + imp_c <-> ins_c + pi_c
NTD12,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dIMP),dimp_c + h2o_c <-> din_c + pi_c
NTD12pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dIMP) (periplasm),dimp_p + h2o_p <-> din_p + pi_p
NTD1pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dUMP),dump_p + h2o_p <-> duri_p + pi_p
NTD2pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (UMP),h2o_p + ump_p <-> pi_p + uri_p
NTD3,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dCMP),dcmp_c + h2o_c <-> dcyt_c + pi_c
NTD3pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dCMP),dcmp_p + h2o_p <-> dcyt_p + pi_p
NTD5pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dTMP),dtmp_p + h2o_p <-> pi_p + thymd_p
NTP11,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (dITP),ditp_c + h2o_c <-> didp_c + h_c + pi_c
NTP12,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (XTP),h2o_c + xtp_c <-> h_c + pi_c + xdp_c
NTP3,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (GTP),gtp_c + h2o_c <-> gdp_c + h_c + pi_c
NTPP10,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c + h2o_c <-> dimp_c + h_c + ppi_c
NTPP11,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (xtp),h2o_c + xtp_c <-> h_c + ppi_c + xmp_c
NTPP2,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c <-> gmp_c + h_c + ppi_c
NTPP4,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (ctp),ctp_c + h2o_c <-> cmp_c + h_c + ppi_c
NTPP5,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (datp),datp_c + h2o_c <-> damp_c + h_c + ppi_c
NTPP9,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (itp),h2o_c + itp_c <-> h_c + imp_c + ppi_c
NTRIR3pp,S_Nitrogen_Metabolism,"Nitrite Reductase (Ubiquinole-8, periplasm)",3.0 q8h2_c + 2.0 h_p + no2_p <-> 3.0 q8_c + 2.0 h2o_p + nh4_p
O16A4Lpp,S_Lipopolysaccharide_Biosynthesis__Recycling,O16 anitgen (x4) ligase (periplasm),colipa_p + o16a4und_p <-> h_p + o16a4colipa_p + udcpdp_p
O16AP2pp,S_Lipopolysaccharide_Biosynthesis__Recycling,O16 antigen polymerase (periplasm),o16a2und_p + o16aund_p <-> h_p + o16a3und_p + udcpdp_p
O16AP3pp,S_Lipopolysaccharide_Biosynthesis__Recycling,O16 antigen polymerase (periplasm),o16a3und_p + o16aund_p <-> h_p + o16a4und_p + udcpdp_p
O16AT,S_Lipopolysaccharide_Biosynthesis__Recycling,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),accoa_c + ragund_c <-> aragund_c + coa_c
O16AUNDtpp,S_Lipopolysaccharide_Biosynthesis__Recycling,"O16 antigen (flippase, cytoplasm to periplasm)",o16aund_c <-> o16aund_p
O16GALFT,S_Lipopolysaccharide_Biosynthesis__Recycling,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),garagund_c + udpgalfur_c <-> gfgaragund_c + h_c + udp_c
O16GLCT2,S_Lipopolysaccharide_Biosynthesis__Recycling,Glucosyltransferase II (LPS O16 antigen biosynthesis),gfgaragund_c + udpg_c <-> h_c + o16aund_c + udp_c
O2Stex,S_Transport__Outer_Membrane_Porin,Superoxide anion transport via diffusion (extracellular to periplasm),o2s_e <-> o2s_p
O2tex,S_Transport__Outer_Membrane_Porin,Oxygen transport via diffusion (extracellular to periplasm),o2_e <-> o2_p
O2tpp,S_Inorganic_Ion_Transport_and_Metabolism,O2 transport via diffusion (periplasm),o2_p <-> o2_c
OAADC,S_Pyruvate_Metabolism,Oxaloacetate decarboxylase,h_c + oaa_c <-> co2_c + pyr_c
OCBT,S_Arginine_and_Proline_Metabolism,Ornithine carbamoyltransferase,cbp_c + orn_c <-> citr__L_c + h_c + pi_c
OCDCAtexi,S_Transport__Outer_Membrane,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),ocdca_e <-> ocdca_p
OCTAtex,S_Transport__Outer_Membrane_Porin,Octanoate transport via diffusion (extracellular to periplasm),octa_e <-> octa_p
OHPBAT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <-> akg_c + phthr_c
OMBZLM,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-Octaprenyl-6-methoxy-benzoquinol methylase,2ombzl_c + amet_c <-> 2ommbl_c + ahcys_c + h_c
OMPDC,S_Purine_and_Pyrimidine_Biosynthesis,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c <-> co2_c + ump_c
OPHHX3,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-Octaprenylphenol hydroxylase (anaerobic),2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c <-> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
ORPT,S_Purine_and_Pyrimidine_Biosynthesis,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <-> orot_c + prpp_c
OXAMTC,S_Unassigned,Oxamate transcarbamoylase,oxur_c + pi_c <-> cbp_c + oxam_c
PA120abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pa120_c <-> adp_c + h_c + pi_c + pa120_p
PA140abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pa140_c <-> adp_c + h_c + pi_c + pa140_p
PA160abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pa160_c <-> adp_c + h_c + pi_c + pa160_p
PA180abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pa180_c <-> adp_c + h_c + pi_c + pa180_p
PA181abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pa181_c <-> adp_c + h_c + pi_c + pa181_p
PACCOAL,S_Alternate_Carbon_Metabolism,Phenylacetate-CoA ligase,atp_c + coa_c + pac_c <-> amp_c + phaccoa_c + ppi_c
PAPA120,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C12:0),h2o_c + pa120_c <-> 12dgr120_c + pi_c
PAPA141,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C14:1),h2o_c + pa141_c <-> 12dgr141_c + pi_c
PAPA160pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C16:0)",h2o_p + pa160_p <-> 12dgr160_p + pi_p
PAPA161,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C16:1),h2o_c + pa161_c <-> 12dgr161_c + pi_c
PAPA161pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C16:1)",h2o_p + pa161_p <-> 12dgr161_p + pi_p
PAPA181,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C18:1),h2o_c + pa181_c <-> 12dgr181_c + pi_c
PAPPT3,S_Cell_Envelope_Biosynthesis,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c <-> uagmda_c + ump_c
PAPSR2,S_Cysteine_Metabolism,Phosphoadenylyl-sulfate reductase (glutaredoxin),grxrd_c + paps_c <-> grxox_c + 2.0 h_c + pap_c + so3_c
PDH,S_GlycolysisGluconeogenesis,Pyruvate dehydrogenase,coa_c + nad_c + pyr_c <-> accoa_c + co2_c + nadh_c
PDX5POi,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c <-> h2o2_c + pydx5p_c
PDXPP,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pyridoxine 5-phosphate phosphatase,h2o_c + pdx5p_c <-> pi_c + pydxn_c
PE120abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pe120_c <-> adp_c + h_c + pi_c + pe120_p
PE140abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pe140_c <-> adp_c + h_c + pi_c + pe140_p
PE180abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pe180_c <-> adp_c + h_c + pi_c + pe180_p
PE181abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pe181_c <-> adp_c + h_c + pi_c + pe181_p
PEAMNOpp,S_Nitrogen_Metabolism,Phenethylamine oxidase,h2o_p + o2_p + peamn_p <-> h2o2_p + nh4_p + pacald_p
PERD,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <-> h_c + nadh_c + ohpb_c
PETNT161pp,S_Lipopolysaccharide_Biosynthesis__Recycling,Phosphoethanolamine transferase (c-C16:1),lipa_p + pe161_p <-> 12dgr161_p + enlipa_p
PFK_2,S_Alternate_Carbon_Metabolism,Phosphofructokinase,atp_c + tag6p__D_c <-> adp_c + h_c + tagdp__D_c
PFL,S_Pyruvate_Metabolism,Pyruvate formate lyase,coa_c + pyr_c <-> accoa_c + for_c
PG141abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pg141_c <-> adp_c + h_c + pi_c + pg141_p
PG160abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pg160_c <-> adp_c + h_c + pi_c + pg160_p
PG180abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pg180_c <-> adp_c + h_c + pi_c + pg180_p
PGK,S_GlycolysisGluconeogenesis,Phosphoglycerate kinase,3pg_c + atp_c <-> 13dpg_c + adp_c
PGM,S_GlycolysisGluconeogenesis,Phosphoglycerate mutase,2pg_c <-> 3pg_c
PGMT,S_Alternate_Carbon_Metabolism,Phosphoglucomutase,g1p_c <-> g6p_c
PGP120abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pgp120_c <-> adp_c + h_c + pi_c + pgp120_p
PGP140abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pgp140_c <-> adp_c + h_c + pi_c + pgp140_p
PGP141abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pgp141_c <-> adp_c + h_c + pi_c + pgp141_p
PGPP120,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp120_c <-> pg120_c + pi_c
PGPP141,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C14:1),h2o_c + pgp141_c <-> pg141_c + pi_c
PGPP160pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",h2o_p + pgp160_p <-> pg160_p + pi_p
PGPP180pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",h2o_p + pgp180_p <-> pg180_p + pi_p
PGPP181,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C18:1),h2o_c + pgp181_c <-> pg181_c + pi_c
PGPP181pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",h2o_p + pgp181_p <-> pg181_p + pi_p
PGSA120,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C12:0),cdpdddecg_c + glyc3p_c <-> cmp_c + h_c + pgp120_c
PGSA161,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C16:1),cdpdhdec9eg_c + glyc3p_c <-> cmp_c + h_c + pgp161_c
PGSA180,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C18:0),cdpdodecg_c + glyc3p_c <-> cmp_c + h_c + pgp180_c
PHEMEabcpp,S_Transport__Inner_Membrane,Protoheme transport via ABC system (periplasm),atp_c + h2o_c + pheme_c <-> adp_c + h_c + pi_c + pheme_p
PHETRS,S_tRNA_Charging,Phenylalanyl-tRNA synthetase,atp_c + phe__L_c + trnaphe_c <-> amp_c + phetrna_c + ppi_c
PHEt2rpp,S_Transport__Inner_Membrane,L-phenylalanine reversible transport via proton symport (periplasm),h_p + phe__L_p <-> h_c + phe__L_c
PHEtex,S_Transport__Outer_Membrane_Porin,L-phenylalanine transport via diffusion (extracellular to periplasm),phe__L_e <-> phe__L_p
PIt2rpp,S_Inorganic_Ion_Transport_and_Metabolism,Phosphate reversible transport via symport (periplasm),h_p + pi_p <-> h_c + pi_c
PLIPA1A140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",h2o_p + pa140_p <-> 2tdecg3p_p + ttdca_p
PLIPA1A141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",h2o_p + pa141_p <-> 2tdec7eg3p_p + ttdcea_p
PLIPA1A160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",h2o_p + pa160_p <-> 2hdecg3p_p + hdca_p
PLIPA1A161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",h2o_p + pa161_p <-> 2hdec9eg3p_p + hdcea_p
PLIPA1A180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",h2o_p + pa180_p <-> 2odecg3p_p + ocdca_p
PLIPA1A181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",h2o_p + pa181_p <-> 2odec11eg3p_p + ocdcea_p
PLIPA1E141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",h2o_p + pe141_p <-> 2agpe141_p + h_p + ttdcea_p
PLIPA1E161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",h2o_p + pe161_p <-> 2agpe161_p + h_p + hdcea_p
PLIPA1E180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",h2o_p + pe180_p <-> 2agpe180_p + h_p + ocdca_p
PLIPA1E181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)",h2o_p + pe181_p <-> 2agpe181_p + h_p + ocdcea_p
PLIPA1G120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)",h2o_p + pg120_p <-> 2agpg120_p + ddca_p + h_p
PLIPA1G160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",h2o_p + pg160_p <-> 2agpg160_p + h_p + hdca_p
PLIPA1G161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",h2o_p + pg161_p <-> 2agpg161_p + h_p + hdcea_p
PLIPA2A160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)",h2o_p + pa160_p <-> 1hdecg3p_p + h_p + hdca_p
PLIPA2E120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",h2o_p + pe120_p <-> 1agpe120_p + ddca_p + h_p
PLIPA2E140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)",h2o_p + pe140_p <-> 1agpe140_p + h_p + ttdca_p
PLIPA2E141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",h2o_p + pe141_p <-> 1agpe141_p + h_p + ttdcea_p
PLIPA2E181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",h2o_p + pe181_p <-> 1agpe181_p + h_p + ocdcea_p
PLIPA2G141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",h2o_p + pg141_p <-> 1agpg141_p + h_p + ttdcea_p
PLIPA2G160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)",h2o_p + pg160_p <-> 1agpg160_p + h_p + hdca_p
PLIPA2G180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",h2o_p + pg180_p <-> 1agpg180_p + h_p + ocdca_p
PLIPA2G181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)",h2o_p + pg181_p <-> 1agpg181_p + h_p + ocdcea_p
PMANM,S_Alternate_Carbon_Metabolism,Phosphomannomutase,man1p_c <-> man6p_c
PMPK,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Phosphomethylpyrimidine kinase,4ampm_c + atp_c <-> 2mahmp_c + adp_c
PNTOtex,S_Transport__Outer_Membrane_Porin,Pantothenate transport via diffusion (extracellular to periplasm),pnto__R_e <-> pnto__R_p
PPA,S_Anaplerotic_Reactions,Inorganic diphosphatase,h2o_c + ppi_c <-> h_c + 2.0 pi_c
PPA2,S_Anaplerotic_Reactions,Inorganic triphosphatase,h2o_c + pppi_c <-> h_c + pi_c + ppi_c
PPAKr,S_Alternate_Carbon_Metabolism,Propionate kinase,adp_c + ppap_c <-> atp_c + ppa_c
PPAt4pp,S_Transport__Inner_Membrane,Na+/Propionate symporter (periplasm),na1_p + ppa_p <-> na1_c + ppa_c
PPAtex,S_Transport__Outer_Membrane_Porin,Propionate transport via diffusion,ppa_e <-> ppa_p
PPGPPDP,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",h2o_c + ppgpp_c <-> gdp_c + ppi_c
PPM,S_Alternate_Carbon_Metabolism,Phosphopentomutase,r1p_c <-> r5p_c
PPM2,S_Alternate_Carbon_Metabolism,Phosphopentomutase 2 (deoxyribose),2dr1p_c <-> 2dr5p_c
PPNCL2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c <-> 4ppcys_c + cmp_c + h_c + ppi_c
PPND,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Prephenate dehydrogenase,nad_c + pphn_c <-> 34hpp_c + co2_c + nadh_c
PPPGO,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Protoporphyrinogen oxidase (aerobic),1.5 o2_c + pppg9_c <-> 3.0 h2o_c + ppp9_c
PPPNt2rpp,S_Transport__Inner_Membrane,"3-phenylpropionate transport via proton symport, reversible (periplasm)",h_p + pppn_p <-> h_c + pppn_c
PPTHpp,S_Unassigned,Phosphonate hydrogenase (periplasm),h2o_p + ppt_p <-> h2_p + pi_p
PPTtex,S_Transport__Outer_Membrane_Porin,Phosphonate transport via diffusion (extracellular to periplasm),ppt_e <-> ppt_p
PRAMPC,S_Histidine_Metabolism,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c <-> prfp_c
PRASCSi,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c <-> 25aics_c + adp_c + h_c + pi_c
PRMICI,S_Histidine_Metabolism,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c <-> prlp_c
PROD2,S_Arginine_and_Proline_Metabolism,Proline dehydrogenase,fad_c + pro__L_c <-> 1pyr5c_c + fadh2_c + h_c
PROTRS,S_tRNA_Charging,Prolyl-tRNA synthetase,atp_c + pro__L_c + trnapro_c <-> amp_c + ppi_c + protrna_c
PROabcpp,S_Transport__Inner_Membrane,L-proline transport via ABC system (periplasm),atp_c + h2o_c + pro__L_p <-> adp_c + h_c + pi_c + pro__L_c
PROt2rpp,S_Transport__Inner_Membrane,L-proline reversible transport via proton symport (periplasm),h_p + pro__L_p <-> h_c + pro__L_c
PROt4pp,S_Transport__Inner_Membrane,Na+/Proline-L symporter (periplasm),na1_p + pro__L_p <-> na1_c + pro__L_c
PRPPS,S_Histidine_Metabolism,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <-> amp_c + h_c + prpp_c
PSCLYStex,S_Transport__Outer_Membrane_Porin,Psicoselysine transporter via diffusion (extracellular),psclys_e <-> psclys_p
PSD140,S_Glycerophospholipid_Metabolism,Phosphatidylserine decarboxylase (n-C14:0),h_c + ps140_c <-> co2_c + pe140_c
PSD141,S_Glycerophospholipid_Metabolism,Phosphatidylserine decarboxylase (n-C14:1),h_c + ps141_c <-> co2_c + pe141_c
PSD161,S_Glycerophospholipid_Metabolism,Phosphatidylserine decarboxylase (n-C16:1),h_c + ps161_c <-> co2_c + pe161_c
PSD180,S_Glycerophospholipid_Metabolism,Phosphatidylserine decarboxylase (n-C18:0),h_c + ps180_c <-> co2_c + pe180_c
PSERtex,S_Transport__Outer_Membrane_Porin,Phospho-L-serine transport via diffusion (extracellular to periplasm),pser__L_e <-> pser__L_p
PSP_Lpp,S_Glycine_and_Serine_Metabolism,Phospho-L-serine phosphatase (periplasmic),h2o_p + pser__L_p <-> pi_p + ser__L_p
PSSA120,S_Glycerophospholipid_Metabolism,Phosphatidylserine syntase (n-C12:0),cdpdddecg_c + ser__L_c <-> cmp_c + h_c + ps120_c
PSSA141,S_Glycerophospholipid_Metabolism,Phosphatidylserine syntase (n-C14:1),cdpdtdec7eg_c + ser__L_c <-> cmp_c + h_c + ps141_c
PSSA161,S_Glycerophospholipid_Metabolism,Phosphatidylserine syntase (n-C16:1),cdpdhdec9eg_c + ser__L_c <-> cmp_c + h_c + ps161_c
PTPATi,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c <-> dpcoa_c + ppi_c
PTRCTA,S_Arginine_and_Proline_Metabolism,Putrescine Transaminase,akg_c + ptrc_c <-> 4abutn_c + glu__L_c
PTRCt2pp,S_Transport__Inner_Membrane,Putrescine transport in via proton symport,h_p + ptrc_p <-> h_c + ptrc_c
PTRCtex,S_Transport__Outer_Membrane_Porin,Putrescine transport via diffusion (extracellular to periplasm),ptrc_e <-> ptrc_p
PUNP2,S_Nucleotide_Salvage_Pathway,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <-> 2dr1p_c + ade_c
PUNP6,S_Nucleotide_Salvage_Pathway,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <-> 2dr1p_c + hxan_c
